label,community_id,size,n_active,n_inactive,hiv_rate,intra_edges
1591,25843,5,0,5,0.0,10
1592,25881,28,3,25,0.1071,106
1593,25885,12,0,12,0.0,40
1594,25894,7,0,7,0.0,19
1595,25895,24,0,24,0.0,95
1596,25896,13,0,13,0.0,46
1597,25906,13,0,13,0.0,38
1598,25918,24,0,24,0.0,89
1599,26038,7,0,7,0.0,16
1600,26083,6,0,6,0.0,15
1601,26084,30,1,29,0.0333,114
1602,26087,37,0,37,0.0,137
1603,26095,17,0,17,0.0,48
1604,26107,15,0,15,0.0,44
1605,26135,7,0,7,0.0,19
1606,26152,19,1,18,0.0526,83
1607,26158,21,1,20,0.0476,87
1608,26161,43,0,43,0.0,207
1609,26164,4,0,4,0.0,6
1610,26187,7,0,7,0.0,15
1611,26194,9,0,9,0.0,29
1612,26196,23,0,23,0.0,87
1613,26200,7,1,6,0.1429,15
1614,26211,25,0,25,0.0,94
1615,26221,19,0,19,0.0,67
1616,26227,28,1,27,0.0357,106
1617,26231,11,1,10,0.0909,29
1618,26243,12,0,12,0.0,39
1619,26256,11,0,11,0.0,36
1620,26272,12,0,12,0.0,40
1621,26293,10,0,10,0.0,29
1622,26296,33,1,32,0.0303,177
1623,26303,6,0,6,0.0,13
1624,26316,7,0,7,0.0,20
1625,26324,12,0,12,0.0,46
1626,26332,15,4,11,0.2667,83
1627,26333,5,1,4,0.2,8
1628,26338,15,0,15,0.0,68
1629,26344,13,0,13,0.0,44
1630,26345,11,0,11,0.0,25
1631,26359,18,0,18,0.0,65
1632,26364,53,1,52,0.0189,267
1633,26372,12,0,12,0.0,37
1634,26373,19,1,18,0.0526,77
1635,26411,7,0,7,0.0,20
1636,26449,24,0,24,0.0,76
1637,26453,14,0,14,0.0,50
1638,26474,17,0,17,0.0,82
1639,26492,5,0,5,0.0,8
1640,26519,17,0,17,0.0,70
1641,26533,5,0,5,0.0,9
1642,26575,16,0,16,0.0,48
1643,26612,9,1,8,0.1111,27
1644,26654,25,0,25,0.0,113
1645,26661,18,0,18,0.0,108
1646,26670,6,0,6,0.0,9
1647,26676,18,0,18,0.0,63
1648,26686,6,0,6,0.0,11
1649,26699,3,0,3,0.0,3
1650,26772,11,0,11,0.0,32
1651,26774,13,0,13,0.0,44
1652,26775,22,0,22,0.0,100
1653,26781,23,1,22,0.0435,80
1654,26798,3,0,3,0.0,3
1655,26824,5,0,5,0.0,10
1656,26837,8,0,8,0.0,22
1657,26846,16,0,16,0.0,48
1658,26848,10,0,10,0.0,29
1659,26851,17,0,17,0.0,67
1660,26853,15,0,15,0.0,39
1661,26872,14,0,14,0.0,60
1662,26880,14,0,14,0.0,44
1663,26905,58,1,57,0.0172,257
1664,26906,13,0,13,0.0,45
1665,26913,4,1,3,0.25,6
1666,26919,14,0,14,0.0,54
1667,26942,50,0,50,0.0,217
1668,26963,7,0,7,0.0,19
1669,26968,11,0,11,0.0,41
1670,26971,18,1,17,0.0556,57
1671,26978,16,1,15,0.0625,47
1672,26999,5,0,5,0.0,10
1673,27003,12,0,12,0.0,31
1674,27006,7,0,7,0.0,18
1675,27012,21,0,21,0.0,73
1676,27017,3,0,3,0.0,3
1677,27068,29,0,29,0.0,128
1678,27105,6,0,6,0.0,15
1679,27122,19,0,19,0.0,84
1680,27128,8,1,7,0.125,23
1681,27138,17,0,17,0.0,59
1682,27169,16,4,12,0.25,65
1683,27171,74,2,72,0.027,316
1684,27173,22,0,22,0.0,84
1685,27178,7,0,7,0.0,15
1686,27190,7,0,7,0.0,17
1687,27211,23,1,22,0.0435,109
1688,27233,5,0,5,0.0,10
1689,27263,21,0,21,0.0,77
1690,27273,21,3,18,0.1429,90
1691,27279,7,0,7,0.0,19
1692,27288,32,17,15,0.5312,140
1693,27297,6,0,6,0.0,11
1694,27303,34,1,33,0.0294,174
1695,27315,14,0,14,0.0,41
1696,27357,15,0,15,0.0,68
1697,27376,16,0,16,0.0,43
1698,27383,25,1,24,0.04,105
1699,27405,5,0,5,0.0,8
1700,27425,20,1,19,0.05,54
1701,27429,21,14,7,0.6667,109
1702,27464,9,1,8,0.1111,20
1703,27503,35,0,35,0.0,163
1704,27530,49,0,49,0.0,177
1705,27542,13,0,13,0.0,38
1706,27563,11,0,11,0.0,32
1707,27604,14,0,14,0.0,36
1708,27626,9,0,9,0.0,26
1709,27635,5,0,5,0.0,10
1710,27663,6,0,6,0.0,11
1711,27687,12,0,12,0.0,35
1712,27708,9,0,9,0.0,26
1713,27726,29,1,28,0.0345,126
1714,27728,14,0,14,0.0,39
1715,27729,24,0,24,0.0,103
1716,27741,10,1,9,0.1,25
1717,27749,10,0,10,0.0,37
1718,27769,17,0,17,0.0,53
1719,27809,10,0,10,0.0,26
1720,27844,7,1,6,0.1429,18
1721,27861,28,0,28,0.0,140
1722,27879,9,2,7,0.2222,27
1723,27908,9,0,9,0.0,28
1724,27955,45,1,44,0.0222,241
1725,27992,10,1,9,0.1,26
1726,27997,53,0,53,0.0,269
1727,28025,34,1,33,0.0294,126
1728,28034,13,0,13,0.0,52
1729,28037,17,3,14,0.1765,75
1730,28073,11,0,11,0.0,33
1731,28088,8,0,8,0.0,22
1732,28093,11,0,11,0.0,45
1733,28162,17,1,16,0.0588,65
1734,28196,23,0,23,0.0,85
1735,28261,6,0,6,0.0,15
1736,28268,32,0,32,0.0,143
1737,28287,15,0,15,0.0,50
1738,28297,15,1,14,0.0667,55
1739,28300,11,0,11,0.0,36
1740,28308,23,1,22,0.0435,81
1741,28309,12,1,11,0.0833,34
1742,28383,10,0,10,0.0,27
1743,28392,14,0,14,0.0,47
1744,28394,4,0,4,0.0,6
1745,28398,35,0,35,0.0,129
1746,28402,3,1,2,0.3333,3
1747,28407,10,0,10,0.0,24
1748,28414,9,0,9,0.0,23
1749,28418,12,0,12,0.0,40
1750,28448,15,0,15,0.0,55
1751,28456,12,0,12,0.0,42
1752,28466,19,2,17,0.1053,71
1753,28492,15,0,15,0.0,53
1754,28527,51,5,46,0.098,223
1755,28529,17,2,15,0.1176,49
1756,28538,13,1,12,0.0769,36
1757,28544,6,0,6,0.0,12
1758,28551,14,0,14,0.0,47
1759,28565,47,4,43,0.0851,210
1760,28566,11,0,11,0.0,38
1761,28568,17,0,17,0.0,62
1762,28580,36,0,36,0.0,142
1763,28583,6,0,6,0.0,10
1764,28584,9,0,9,0.0,29
1765,28631,5,0,5,0.0,8
1766,28665,11,0,11,0.0,34
1767,28669,6,0,6,0.0,13
1768,28704,16,0,16,0.0,51
1769,28738,60,0,60,0.0,253
1770,28761,5,1,4,0.2,7
1771,28783,8,0,8,0.0,22
1772,28806,12,0,12,0.0,36
1773,28837,20,0,20,0.0,72
1774,28846,18,1,17,0.0556,67
1775,28857,35,0,35,0.0,163
1776,28893,10,1,9,0.1,32
1777,28901,29,0,29,0.0,116
1778,28998,12,0,12,0.0,42
1779,29014,11,0,11,0.0,44
1780,29026,57,1,56,0.0175,221
1781,29045,10,0,10,0.0,33
1782,29050,19,1,18,0.0526,63
1783,29089,9,0,9,0.0,23
1784,29119,8,2,6,0.25,20
1785,29121,8,0,8,0.0,20
1786,29123,5,0,5,0.0,10
1787,29125,8,3,5,0.375,20
1788,29135,7,0,7,0.0,19
1789,29206,14,0,14,0.0,56
1790,29208,14,0,14,0.0,49
1791,29236,6,0,6,0.0,14
1792,29239,6,0,6,0.0,11
1793,29240,4,0,4,0.0,6
1794,29245,7,0,7,0.0,15
1795,29293,21,10,11,0.4762,99
1796,29299,11,6,5,0.5455,34
1797,29300,9,0,9,0.0,31
1798,29301,31,0,31,0.0,133
1799,29321,10,0,10,0.0,34
1800,29327,28,0,28,0.0,95
1801,29331,24,0,24,0.0,94
1802,29356,81,1,80,0.0123,387
1803,29390,11,0,11,0.0,44
1804,29395,14,0,14,0.0,43
1805,29408,14,0,14,0.0,37
1806,29416,12,0,12,0.0,39
1807,29444,6,0,6,0.0,15
1808,29447,10,0,10,0.0,35
1809,29453,7,0,7,0.0,18
1810,29461,28,0,28,0.0,93
1811,29475,11,0,11,0.0,32
1812,29492,24,0,24,0.0,89
1813,29497,16,0,16,0.0,65
1814,29508,31,0,31,0.0,110
1815,29515,9,1,8,0.1111,25
1816,29518,7,1,6,0.1429,16
1817,29532,22,0,22,0.0,92
1818,29540,6,0,6,0.0,11
1819,29543,5,0,5,0.0,10
1820,29548,9,0,9,0.0,25
1821,29563,28,0,28,0.0,111
1822,29572,27,0,27,0.0,100
1823,29581,9,1,8,0.1111,24
1824,29610,21,0,21,0.0,115
1825,29616,16,0,16,0.0,66
1826,29640,22,0,22,0.0,85
1827,29642,6,0,6,0.0,14
1828,29646,4,0,4,0.0,6
1829,29680,12,0,12,0.0,42
1830,29682,17,0,17,0.0,65
1831,29689,22,0,22,0.0,80
1832,29745,4,0,4,0.0,6
1833,29748,32,0,32,0.0,125
1834,29756,7,0,7,0.0,19
1835,29773,28,0,28,0.0,109
1836,29777,14,0,14,0.0,49
1837,29779,23,0,23,0.0,84
1838,29782,43,0,43,0.0,226
1839,29788,16,0,16,0.0,59
1840,29797,14,0,14,0.0,53
1841,29809,9,0,9,0.0,30
1842,29816,31,1,30,0.0323,139
1843,29867,54,3,51,0.0556,258
1844,29884,6,0,6,0.0,15
1845,29892,19,0,19,0.0,74
1846,29896,7,0,7,0.0,16
1847,29908,10,0,10,0.0,29
1848,29916,33,2,31,0.0606,118
1849,29920,15,0,15,0.0,55
1850,29929,4,0,4,0.0,6
1851,29954,5,0,5,0.0,10
1852,29976,4,0,4,0.0,6
1853,30034,8,0,8,0.0,17
1854,30035,10,0,10,0.0,31
1855,30055,17,0,17,0.0,60
1856,30057,21,0,21,0.0,94
1857,30058,17,0,17,0.0,59
1858,30067,6,0,6,0.0,11
1859,30071,9,5,4,0.5556,32
1860,30075,16,0,16,0.0,56
1861,30093,13,0,13,0.0,44
1862,30100,6,1,5,0.1667,11
1863,30101,14,1,13,0.0714,43
1864,30104,15,0,15,0.0,50
1865,30127,18,1,17,0.0556,62
1866,30155,31,0,31,0.0,123
1867,30194,3,0,3,0.0,3
1868,30271,37,0,37,0.0,133
1869,30280,6,0,6,0.0,14
1870,30281,15,0,15,0.0,57
1871,30293,13,0,13,0.0,39
1872,30321,29,0,29,0.0,113
1873,30327,8,0,8,0.0,21
1874,30333,7,0,7,0.0,18
1875,30343,5,0,5,0.0,8
1876,30359,19,0,19,0.0,91
1877,30375,8,0,8,0.0,23
1878,30424,10,0,10,0.0,31
1879,30427,6,0,6,0.0,15
1880,30430,11,0,11,0.0,33
1881,30432,44,0,44,0.0,156
1882,30470,10,0,10,0.0,24
1883,30483,15,1,14,0.0667,53
1884,30488,8,0,8,0.0,19
1885,30498,27,0,27,0.0,111
1886,30548,3,1,2,0.3333,3
1887,30550,38,1,37,0.0263,120
1888,30554,12,0,12,0.0,33
1889,30556,5,0,5,0.0,9
1890,30570,8,0,8,0.0,22
1891,30572,27,1,26,0.037,113
1892,30581,29,0,29,0.0,125
1893,30585,21,0,21,0.0,95
1894,30593,33,0,33,0.0,143
1895,30597,5,3,2,0.6,10
1896,30616,33,0,33,0.0,139
1897,30641,9,0,9,0.0,23
1898,30659,9,0,9,0.0,28
1899,30704,11,1,10,0.0909,42
1900,30707,20,1,19,0.05,63
1901,30710,10,0,10,0.0,34
1902,30720,5,0,5,0.0,10
1903,30737,18,0,18,0.0,67
1904,30749,3,0,3,0.0,3
1905,30781,28,0,28,0.0,92
1906,30840,11,0,11,0.0,30
1907,30846,18,0,18,0.0,64
1908,30852,23,0,23,0.0,88
1909,30865,7,0,7,0.0,17
1910,30869,10,2,8,0.2,36
1911,30873,9,0,9,0.0,29
1912,30896,17,6,11,0.3529,55
1913,30898,11,4,7,0.3636,33
1914,30929,18,0,18,0.0,61
1915,30945,20,0,20,0.0,70
1916,30951,9,0,9,0.0,27
1917,30959,13,0,13,0.0,46
1918,30973,13,0,13,0.0,41
1919,30974,16,0,16,0.0,47
1920,30981,23,0,23,0.0,76
1921,30990,19,0,19,0.0,71
1922,31022,7,0,7,0.0,17
1923,31035,16,0,16,0.0,56
1924,31070,6,0,6,0.0,14
1925,31072,12,1,11,0.0833,37
1926,31082,46,1,45,0.0217,190
1927,31084,15,0,15,0.0,45
1928,31104,51,1,50,0.0196,194
1929,31116,7,0,7,0.0,18
1930,31119,8,0,8,0.0,21
1931,31128,46,6,40,0.1304,239
1932,31138,10,0,10,0.0,35
1933,31188,16,1,15,0.0625,59
1934,31191,13,0,13,0.0,39
1935,31198,7,0,7,0.0,18
1936,31208,17,0,17,0.0,56
1937,31257,3,0,3,0.0,3
1938,31271,42,1,41,0.0238,193
1939,31280,32,0,32,0.0,130
1940,31318,8,0,8,0.0,22
1941,31320,6,0,6,0.0,14
1942,31359,8,0,8,0.0,21
1943,31362,13,1,12,0.0769,29
1944,31418,18,1,17,0.0556,54
1945,31425,7,0,7,0.0,19
1946,31459,23,4,19,0.1739,102
1947,31493,27,0,27,0.0,164
1948,31539,7,0,7,0.0,15
1949,31543,12,1,11,0.0833,49
1950,31555,13,0,13,0.0,50
1951,31558,44,0,44,0.0,169
1952,31567,6,0,6,0.0,12
1953,31648,34,0,34,0.0,155
1954,31684,31,0,31,0.0,113
1955,31688,27,1,26,0.037,111
1956,31728,16,0,16,0.0,46
1957,31731,18,0,18,0.0,73
1958,31733,3,0,3,0.0,3
1959,31751,17,1,16,0.0588,55
1960,31762,4,0,4,0.0,6
1961,31764,8,0,8,0.0,22
1962,31841,14,1,13,0.0714,44
1963,31842,7,1,6,0.1429,18
1964,31868,29,4,25,0.1379,133
1965,31888,12,0,12,0.0,40
1966,31925,16,1,15,0.0625,79
1967,31937,22,2,20,0.0909,81
1968,31949,19,1,18,0.0526,78
1969,31958,8,0,8,0.0,17
1970,31982,14,0,14,0.0,56
1971,31993,10,0,10,0.0,24
1972,31999,29,8,21,0.2759,121
1973,32008,14,6,8,0.4286,61
1974,32047,8,0,8,0.0,22
1975,32059,10,0,10,0.0,27
1976,32064,54,0,54,0.0,252
1977,32068,22,2,20,0.0909,77
1978,32086,4,0,4,0.0,6
1979,32091,7,0,7,0.0,15
1980,32125,17,3,14,0.1765,61
1981,32140,16,0,16,0.0,53
1982,32158,10,0,10,0.0,25
1983,32167,38,0,38,0.0,156
1984,32194,8,0,8,0.0,23
1985,32202,13,1,12,0.0769,42
1986,32203,22,0,22,0.0,95
1987,32219,5,0,5,0.0,10
1988,32235,4,0,4,0.0,6
1989,32236,8,0,8,0.0,24
1990,32248,15,0,15,0.0,38
1991,32265,6,1,5,0.1667,13
1992,32274,12,0,12,0.0,34
1993,32326,10,0,10,0.0,31
1994,32332,14,1,13,0.0714,40
1995,32340,21,0,21,0.0,97
1996,32344,6,0,6,0.0,14
1997,32357,6,0,6,0.0,14
1998,32369,6,0,6,0.0,12
1999,32376,8,0,8,0.0,21
2000,32385,27,1,26,0.037,91
2001,32389,13,0,13,0.0,48
2002,32396,9,1,8,0.1111,23
2003,32401,29,0,29,0.0,102
2004,32412,22,0,22,0.0,66
2005,32420,17,0,17,0.0,62
2006,32429,41,1,40,0.0244,181
2007,32439,22,0,22,0.0,80
2008,32444,21,0,21,0.0,77
2009,32448,10,0,10,0.0,29
2010,32486,5,0,5,0.0,10
2011,32492,13,8,5,0.6154,47
2012,32500,9,0,9,0.0,19
2013,32504,7,0,7,0.0,16
2014,32506,32,2,30,0.0625,127
2015,32509,36,0,36,0.0,152
2016,32519,15,0,15,0.0,64
2017,32556,5,0,5,0.0,10
2018,32591,16,0,16,0.0,45
2019,32596,5,0,5,0.0,10
2020,32605,34,0,34,0.0,131
2021,32607,17,0,17,0.0,61
2022,32676,7,0,7,0.0,19
2023,32679,20,0,20,0.0,82
2024,32681,15,0,15,0.0,51
2025,32685,27,1,26,0.037,128
2026,32701,4,4,0,1.0,6
2027,32720,12,0,12,0.0,29
2028,32728,28,2,26,0.0714,106
2029,32739,21,0,21,0.0,65
2030,32764,38,1,37,0.0263,178
2031,32765,22,1,21,0.0455,86
2032,32826,13,0,13,0.0,43
2033,32853,26,2,24,0.0769,115
2034,32862,6,0,6,0.0,13
2035,32877,12,0,12,0.0,36
2036,32885,10,0,10,0.0,20
2037,32919,16,0,16,0.0,60
2038,32931,11,0,11,0.0,35
2039,32939,29,2,27,0.069,112
2040,32965,4,0,4,0.0,5
2041,32983,11,0,11,0.0,28
2042,33010,5,0,5,0.0,8
2043,33023,13,0,13,0.0,37
2044,33026,14,0,14,0.0,60
2045,33028,33,4,29,0.1212,151
2046,33035,8,0,8,0.0,24
2047,33061,11,0,11,0.0,36
2048,33081,26,0,26,0.0,87
2049,33107,13,0,13,0.0,42
2050,33114,27,0,27,0.0,130
2051,33115,15,1,14,0.0667,64
2052,33122,33,0,33,0.0,123
2053,33129,8,0,8,0.0,23
2054,33150,21,0,21,0.0,70
2055,33160,4,0,4,0.0,6
2056,33215,26,0,26,0.0,113
2057,33238,10,0,10,0.0,32
2058,33261,40,0,40,0.0,176
2059,33284,10,1,9,0.1,25
2060,33300,19,0,19,0.0,84
2061,33316,10,0,10,0.0,36
2062,33318,6,0,6,0.0,12
2063,33322,8,0,8,0.0,20
2064,33328,5,0,5,0.0,9
2065,33332,9,2,7,0.2222,28
2066,33354,11,1,10,0.0909,32
2067,33383,11,8,3,0.7273,43
2068,33388,14,0,14,0.0,52
2069,33410,38,2,36,0.0526,212
2070,33433,38,0,38,0.0,182
2071,33456,12,2,10,0.1667,35
2072,33469,10,0,10,0.0,29
2073,33471,12,3,9,0.25,37
2074,33504,15,0,15,0.0,65
2075,33520,39,0,39,0.0,147
2076,33523,15,0,15,0.0,45
2077,33527,4,0,4,0.0,5
2078,33544,13,0,13,0.0,36
2079,33554,34,1,33,0.0294,133
2080,33562,18,1,17,0.0556,52
2081,33566,24,0,24,0.0,82
2082,33567,17,0,17,0.0,48
2083,33578,5,1,4,0.2,9
2084,33586,20,1,19,0.05,77
2085,33588,32,1,31,0.0312,100
2086,33602,22,3,19,0.1364,90
2087,33610,11,0,11,0.0,46
2088,33620,11,1,10,0.0909,39
2089,33628,11,0,11,0.0,48
2090,33635,25,1,24,0.04,145
2091,33636,11,0,11,0.0,39
2092,33676,8,0,8,0.0,19
2093,33677,9,0,9,0.0,21
2094,33708,17,0,17,0.0,63
2095,33722,19,15,4,0.7895,99
2096,33734,17,0,17,0.0,71
2097,33739,25,1,24,0.04,111
2098,33865,22,3,19,0.1364,89
2099,33870,20,8,12,0.4,90
2100,33891,12,1,11,0.0833,28
2101,33958,7,0,7,0.0,13
2102,33963,3,0,3,0.0,3
2103,33985,20,0,20,0.0,89
2104,34023,10,0,10,0.0,38
2105,34034,5,1,4,0.2,10
2106,34082,19,4,15,0.2105,73
2107,34126,37,2,35,0.0541,182
2108,34128,44,16,28,0.3636,295
2109,34136,18,0,18,0.0,57
2110,34154,9,0,9,0.0,20
2111,34159,25,1,24,0.04,104
2112,34160,16,0,16,0.0,80
2113,34166,33,2,31,0.0606,146
2114,34176,7,0,7,0.0,19
2115,34207,8,0,8,0.0,20
2116,34213,17,1,16,0.0588,55
2117,34230,12,2,10,0.1667,36
2118,34247,11,1,10,0.0909,37
2119,34262,14,1,13,0.0714,67
2120,34276,4,1,3,0.25,6
2121,34312,4,0,4,0.0,6
2122,34330,22,0,22,0.0,128
2123,34338,9,0,9,0.0,22
2124,34359,23,0,23,0.0,81
2125,34375,17,0,17,0.0,64
2126,34393,35,1,34,0.0286,144
2127,34419,7,0,7,0.0,18
2128,34421,21,0,21,0.0,98
2129,34448,23,1,22,0.0435,80
2130,34462,11,8,3,0.7273,30
2131,34474,9,0,9,0.0,23
2132,34516,14,13,1,0.9286,73
2133,34530,38,0,38,0.0,155
2134,34537,5,0,5,0.0,10
2135,34544,8,1,7,0.125,21
2136,34556,12,6,6,0.5,51
2137,34612,10,0,10,0.0,39
2138,34613,5,0,5,0.0,9
2139,34622,23,1,22,0.0435,81
2140,34636,14,1,13,0.0714,41
2141,34638,24,0,24,0.0,75
2142,34646,12,0,12,0.0,37
2143,34656,46,0,46,0.0,211
2144,34682,23,0,23,0.0,83
2145,34687,15,1,14,0.0667,52
2146,34688,6,0,6,0.0,15
2147,34713,9,0,9,0.0,28
2148,34764,13,0,13,0.0,50
2149,34775,8,0,8,0.0,20
2150,34777,9,0,9,0.0,21
2151,34808,16,0,16,0.0,74
2152,34810,14,0,14,0.0,46
2153,34839,12,0,12,0.0,33
2154,34842,61,0,61,0.0,278
2155,34845,6,0,6,0.0,15
2156,34849,17,0,17,0.0,62
2157,34910,13,1,12,0.0769,46
2158,34924,10,0,10,0.0,31
2159,34929,7,0,7,0.0,12
2160,34930,27,0,27,0.0,140
2161,34932,32,0,32,0.0,121
2162,34946,7,0,7,0.0,18
2163,34953,10,0,10,0.0,25
2164,34972,10,0,10,0.0,33
2165,34975,19,0,19,0.0,58
2166,34983,19,1,18,0.0526,74
2167,34987,6,0,6,0.0,14
2168,35014,4,0,4,0.0,6
2169,35031,14,0,14,0.0,45
2170,35037,27,1,26,0.037,109
2171,35046,15,3,12,0.2,59
2172,35074,56,1,55,0.0179,250
2173,35082,5,0,5,0.0,9
2174,35096,36,0,36,0.0,158
2175,35109,6,0,6,0.0,12
2176,35115,5,0,5,0.0,8
2177,35129,10,0,10,0.0,27
2178,35132,7,0,7,0.0,18
2179,35141,21,0,21,0.0,77
2180,35151,41,0,41,0.0,198
2181,35157,12,0,12,0.0,39
2182,35159,8,0,8,0.0,24
2183,35171,20,1,19,0.05,89
2184,35172,30,1,29,0.0333,107
2185,35190,22,1,21,0.0455,77
2186,35267,8,2,6,0.25,22
2187,35281,26,0,26,0.0,99
2188,35305,7,0,7,0.0,16
2189,35314,10,0,10,0.0,38
2190,35348,9,0,9,0.0,27
2191,35355,24,0,24,0.0,98
2192,35364,47,0,47,0.0,209
2193,35374,13,0,13,0.0,37
2194,35386,4,0,4,0.0,6
2195,35409,3,0,3,0.0,3
2196,35432,9,1,8,0.1111,23
2197,35442,24,0,24,0.0,112
2198,35447,21,0,21,0.0,89
2199,35453,12,0,12,0.0,45
2200,35469,16,0,16,0.0,59
2201,35503,6,0,6,0.0,11
2202,35532,43,0,43,0.0,163
2203,35556,11,0,11,0.0,27
2204,35613,15,0,15,0.0,67
2205,35653,19,1,18,0.0526,65
2206,35662,21,0,21,0.0,84
2207,35665,15,0,15,0.0,54
2208,35672,13,1,12,0.0769,36
2209,35689,6,0,6,0.0,9
2210,35720,39,2,37,0.0513,134
2211,35740,24,1,23,0.0417,94
2212,35745,13,0,13,0.0,44
2213,35758,7,0,7,0.0,21
2214,35787,12,0,12,0.0,38
2215,35849,9,0,9,0.0,31
2216,35897,8,0,8,0.0,24
2217,35903,15,1,14,0.0667,52
2218,35912,12,0,12,0.0,41
2219,35974,5,0,5,0.0,10
2220,35976,21,1,20,0.0476,84
2221,35977,23,0,23,0.0,87
2222,35982,14,0,14,0.0,54
2223,35995,20,0,20,0.0,85
2224,36006,20,1,19,0.05,78
2225,36029,18,1,17,0.0556,61
2226,36034,48,0,48,0.0,225
2227,36036,6,1,5,0.1667,13
2228,36040,11,1,10,0.0909,32
2229,36046,9,0,9,0.0,22
2230,36063,30,1,29,0.0333,133
2231,36070,5,0,5,0.0,8
2232,36073,11,0,11,0.0,32
2233,36093,8,0,8,0.0,25
2234,36101,14,0,14,0.0,60
2235,36104,5,0,5,0.0,9
2236,36106,11,0,11,0.0,35
2237,36115,10,0,10,0.0,32
2238,36126,7,0,7,0.0,15
2239,36127,4,0,4,0.0,6
2240,36172,11,1,10,0.0909,41
2241,36181,14,0,14,0.0,45
2242,36209,10,0,10,0.0,31
2243,36237,62,1,61,0.0161,378
2244,36242,33,3,30,0.0909,142
2245,36254,12,1,11,0.0833,29
2246,36270,25,0,25,0.0,112
2247,36280,11,0,11,0.0,34
2248,36287,12,0,12,0.0,38
2249,36289,28,1,27,0.0357,134
2250,36297,7,0,7,0.0,16
2251,36306,21,0,21,0.0,82
2252,36316,83,3,80,0.0361,515
2253,36323,25,0,25,0.0,102
2254,36334,20,0,20,0.0,70
2255,36338,4,0,4,0.0,5
2256,36341,7,0,7,0.0,19
2257,36343,16,0,16,0.0,58
2258,36352,21,0,21,0.0,79
2259,36360,29,0,29,0.0,122
2260,36365,35,1,34,0.0286,150
2261,36418,16,0,16,0.0,48
2262,36442,7,0,7,0.0,14
2263,36448,5,0,5,0.0,10
2264,36480,56,1,55,0.0179,277
2265,36493,7,0,7,0.0,21
2266,36495,47,1,46,0.0213,194
2267,36499,21,0,21,0.0,130
2268,36502,13,2,11,0.1538,47
2269,36508,11,0,11,0.0,32
2270,36513,3,0,3,0.0,3
2271,36598,9,0,9,0.0,20
2272,36628,8,0,8,0.0,21
2273,36676,13,0,13,0.0,37
2274,36708,6,0,6,0.0,12
2275,36713,33,5,28,0.1515,145
2276,36746,6,1,5,0.1667,14
2277,36794,20,0,20,0.0,75
2278,36847,6,0,6,0.0,14
2279,36850,4,0,4,0.0,6
2280,36853,20,0,20,0.0,81
2281,36873,12,3,9,0.25,45
2282,36906,7,2,5,0.2857,14
2283,36960,9,0,9,0.0,20
2284,36961,9,0,9,0.0,21
2285,36996,39,0,39,0.0,146
2286,37005,4,1,3,0.25,5
2287,37041,13,2,11,0.1538,56
2288,37043,9,0,9,0.0,27
2289,37057,15,0,15,0.0,50
2290,37063,12,0,12,0.0,35
2291,37107,20,0,20,0.0,75
2292,37109,8,0,8,0.0,24
2293,37134,36,1,35,0.0278,143
2294,37180,19,0,19,0.0,110
2295,37185,19,0,19,0.0,58
2296,37208,12,1,11,0.0833,31
2297,37256,10,1,9,0.1,33
2298,37322,10,0,10,0.0,30
2299,37376,13,1,12,0.0769,54
2300,37402,11,1,10,0.0909,23
2301,37414,8,0,8,0.0,22
2302,37489,31,2,29,0.0645,135
2303,37505,13,0,13,0.0,38
2304,37516,24,0,24,0.0,82
2305,37521,17,0,17,0.0,67
2306,37532,10,0,10,0.0,33
2307,37541,14,0,14,0.0,44
2308,37568,16,0,16,0.0,53
2309,37586,13,0,13,0.0,39
2310,37601,27,0,27,0.0,115
2311,37602,10,1,9,0.1,26
2312,37611,5,0,5,0.0,9
2313,37614,28,0,28,0.0,130
2314,37642,44,0,44,0.0,184
2315,37665,6,0,6,0.0,13
2316,37711,8,0,8,0.0,22
2317,37732,5,0,5,0.0,9
2318,37741,53,1,52,0.0189,278
2319,37749,18,0,18,0.0,64
2320,37767,9,0,9,0.0,21
2321,37777,6,0,6,0.0,13
2322,37800,21,0,21,0.0,81
2323,37803,45,0,45,0.0,214
2324,37808,27,0,27,0.0,93
2325,37895,29,1,28,0.0345,134
2326,37899,24,1,23,0.0417,91
2327,37921,16,1,15,0.0625,52
2328,37927,4,0,4,0.0,6
2329,37950,10,0,10,0.0,33
2330,37956,5,0,5,0.0,10
2331,37958,16,0,16,0.0,65
2332,37966,12,0,12,0.0,34
2333,37972,19,0,19,0.0,73
2334,37974,48,1,47,0.0208,235
2335,38009,39,2,37,0.0513,169
2336,38022,41,1,40,0.0244,166
2337,38023,18,0,18,0.0,70
2338,38036,7,0,7,0.0,13
2339,38059,13,0,13,0.0,31
2340,38097,7,0,7,0.0,17
2341,38114,6,0,6,0.0,13
2342,38117,5,0,5,0.0,9
2343,38124,15,0,15,0.0,46
2344,38125,17,1,16,0.0588,70
2345,38129,9,0,9,0.0,21
2346,38164,10,2,8,0.2,32
2347,38172,28,0,28,0.0,94
2348,38182,10,0,10,0.0,26
2349,38195,15,0,15,0.0,55
2350,38225,4,1,3,0.25,6
2351,38229,8,0,8,0.0,27
2352,38235,19,1,18,0.0526,69
2353,38238,15,0,15,0.0,58
2354,38239,14,0,14,0.0,54
2355,38240,7,1,6,0.1429,18
2356,38247,8,0,8,0.0,15
